text,author,reply,retweet,like,date,cleaned_text,label,non_baku
"Pemilu harus mencerminkan suara rakyat, bukan kepentingan elite.",Katadata.co.id,1,0,0,2024-03-06T02:13:29.000Z,"Pemilu harus mencerminkan suara rakyat, bukan kepentingan elite.",negative,
Diagram Perolehan Suara Pemilu 2024 di Sirekap Mendadak Hilang,Sumbarkita.id,0,0,0,2024-03-06T01:50:00.000Z,Diagram Perolehan Suara Pemilu 2024 di Sirekap Mendadak Hilang,negative,
Pemilu yang tercurangi menghancurkan harapan akan perubahan positif dan reformasi politik.,Fraksi PKS DPR RI,0,11,23,2024-03-06T01:39:38.000Z,Pemilu yang tercurangi menghancurkan harapan akan perubahan positif dan reformasi politik.,negative,
Rakyat berhak mendapatkan pemilu yang bersih dan jujur.,antarakalbar.com,0,0,0,2024-03-06T02:14:45.000Z,Rakyat berhak mendapatkan pemilu yang bersih dan jujur.,negative,
Penegakan hukum yang adil adalah landasan bagi keberhasilan proses demokratis dalam sebuah negara.,iNews,0,0,1,2024-03-06T01:03:35.000Z,Penegakan hukum yang adil adalah landasan bagi keberhasilan proses demokratis dalam sebuah negara.,negative,
"Dalam rangka meningkatkan kesiapan jajaran Pengawas Pemilu untuk mengawasi hari pemungutan suara, Bawaslu Kabupaten Sleman menyelenggarakan Apel Siaga Pengawasan Pemungutan dan Penghitungan Suara (Putungsura) Pemilu 2024 di Lapangan Denggung pada Minggu, 11 Februari 2024.",Bawaslu Kabupaten Sleman,0,0,0,2024-03-06T03:19:56.000Z,"Dalam rangka meningkatkan kesiapan jajaran Pengawas Pemilu untuk mengawasi hari pemungutan suara, Bawaslu Kabupaten Sleman menyelenggarakan Apel Siaga Pengawasan Pemungutan dan Penghitungan Suara (Putungsura) Pemilu 2024 di Lapangan Denggung pada Minggu, 11 Februari 2024.",positive,
Manipulasi pemilu adalah pengkhianatan terhadap demokrasi.,Polres Agam,0,0,0,2024-03-06T03:22:00.000Z,Manipulasi pemilu adalah pengkhianatan terhadap demokrasi.,negative,
"Polres Banjar Memperketat Penjagaan di Gudang Logistik KPUD Kota Banjar

Dalam Rangka Operasi Mantap Brata Lodaya pengamanan Pemilu 2024, Polres Banjar melaksanakan pengamanan di Gudang Logistik KPU Kota Banjar. (06/03/2024).",Polres Banjar Polda Jabar,0,0,0,2024-03-06T02:20:02.000Z,"Polres Banjar Memperketat Penjagaan di Gudang Logistik KPUD Kota Banjar Dalam Rangka Operasi Mantap Brata Lodaya pengamanan Pemilu 2024, Polres Banjar melaksanakan pengamanan di Gudang Logistik KPU Kota Banjar. (06/03/2024).",positive,
"Dia bilang Pemilu 2024 berjalan baik, wkwkw. Ya karena dia diuntungkan oleh pengkondisian/kecurangan yang TSM. Bapak ini semakin tidak relevan",nana,0,0,0,2024-03-06T02:38:49.000Z,"Dia bilang Pemilu 2024 berjalan baik, wkwkw. Ya karena dia diuntungkan oleh pengkondisian/kecurangan yang TSM. Bapak ini semakin tidak relevan",negative,
Keterlibatan militer dalam pemilu dapat mengancam integritas proses demokratis dan hak-hak sipil.,Kompas.com,0,1,3,2024-03-06T01:00:05.000Z,Keterlibatan militer dalam pemilu dapat mengancam integritas proses demokratis dan hak-hak sipil.,negative,
Pemilu yang bebas dari kecurangan adalah landasan keberhasilan negara.,Nayila,17,0,16,2024-03-06T01:49:09.000Z,Pemilu yang bebas dari kecurangan adalah landasan keberhasilan negara.,negative,
Pemilu yang tercurangi adalah cerminan dari ketidakadilan struktural dan ketidaksetaraan politik.,Titah Pandita,0,0,0,2024-03-06T02:20:06.000Z,Pemilu yang tercurangi adalah cerminan dari ketidakadilan struktural dan ketidaksetaraan politik.,negative,
Pemilu 2024..pemilu paling kotor yang pernah aku ikuti...,Anak kampoeng,0,0,0,2024-03-06T02:11:40.000Z,Pemilu 2024 pemilu paling kotor yang pernah aku ikuti .,negative,
"Anomali: survey Litbang Kompas menunjukkan lebih dari 60% masyarakat setuju dilakukannya Hak Angket.

Betul. Suara 02 jauh dari kontestan lain, tapi kecurangan yang ada bukan berarti jadinya harus tutup mata. Apalagi ada indikasi masalah juga di suara PSI.

#pemilu2024",Nina Nnha,0,0,0,2024-03-06T01:45:02.000Z,"Anomali: survey Litbang Kompas menunjukkan lebih dari 60% masyarakat setuju dilakukannya Hak Angket. Betul. Suara 02 jauh dari kontestan lain, tapi kecurangan yang ada bukan berarti jadinya harus tutup mata. Apalagi ada indikasi masalah juga di suara PSI.  ",negative,
"Akhirnya DPD bergerak, Pansus Kecurangan Pemilu adalah bentuk perlawanan terhadap kecurangan dan ketidakadilan dalam Kontestasi Pemilu 2024. Ada banyak tanya yang belum terjawab, misteri yang melibatkan banyak pihak sehingga kecenderungan TSM itu bukan mustahil. 
#menyaladpd ",K'Tua Ethnic,0,0,4,2024-03-06T00:58:28.000Z,"Akhirnya DPD bergerak, Pansus Kecurangan Pemilu adalah bentuk perlawanan terhadap kecurangan dan ketidakadilan dalam Kontestasi Pemilu 2024. Ada banyak tanya yang belum terjawab, misteri yang melibatkan banyak pihak sehingga kecenderungan TSM itu bukan mustahil.  ",positive,
Kecurangan pemilu adalah tindakan kriminal terhadap negara.,Harian Jogja,0,0,0,2024-03-06T02:53:06.000Z,Kecurangan pemilu adalah tindakan kriminal terhadap negara.,negative,
"Pemilu 2024 yang dinilai banyak masalah jangan sampai meruntuhkan tatanan demokrasi di Indonesia.

Nonton episode #VISINEGARAWAN ""Nurani Demokrasi"" selengkapnya di https://youtu.be/Bfjsz3-eukA 

#visinegarawanmetrotv #demokrasiindonesia #pilpres2024 #pemilu2024",METRO TV,0,1,0,2024-03-06T02:38:01.000Z,"Pemilu 2024 yang dinilai banyak masalah jangan sampai meruntuhkan tatanan demokrasi di Indonesia. Nonton episode  ""Nurani Demokrasi"" selengkapnya di      ",negative,
Kecurangan dalam pemilu menciptakan lingkungan politik yang korup dan tidak stabil.,erakini media,0,0,0,2024-03-06T01:20:09.000Z,Kecurangan dalam pemilu menciptakan lingkungan politik yang korup dan tidak stabil.,negative,
Kepentingan rakyat harus diutamakan dalam setiap pemilu.,Jembrana Express,0,0,0,2024-03-06T02:10:36.000Z,Kepentingan rakyat harus diutamakan dalam setiap pemilu.,negative,
Kecurangan pemilu harus dihukum dengan tegas untuk mencegah terulangnya pelanggaran di masa depan.,Harian Jogja,0,1,1,2024-03-06T02:44:05.000Z,Kecurangan pemilu harus dihukum dengan tegas untuk mencegah terulangnya pelanggaran di masa depan.,negative,
Kecurangan pemilu merusak legitimasi pemerintahan.,Titah Pandita,0,0,0,2024-03-06T02:28:18.000Z,Kecurangan pemilu merusak legitimasi pemerintahan.,negative,
mu nanya prof. apa menurut anda pemilu 2024 berjalan baik2 saja tanpa ada campur tangan pihak2 yg terkait  ?  ...,RHDewa,0,0,0,2024-03-06T02:16:09.000Z,mu nanya prof. apa menurut anda pemilu 2024 berjalan baik2 saja tanpa ada campur tangan pihak2 yang terkait ?  .,negative,
Pemilu yang tercurangi menciptakan lingkungan politik yang tidak kondusif bagi pembangunan sosial.,kabarKlik.com,0,0,0,2024-03-06T01:50:00.000Z,Pemilu yang tercurangi menciptakan lingkungan politik yang tidak kondusif bagi pembangunan sosial.,negative,
Rakyat tidak akan pernah mendapat keadilan dengan adanya pemilu yang dipenuhi dengan kecurangan dan manipulasi.,INIKEBUMEN.COM,0,0,0,2024-03-06T01:48:51.000Z,Rakyat tidak akan pernah mendapat keadilan dengan adanya pemilu yang dipenuhi dengan kecurangan dan manipulasi.,negative,
"Setiap pilihan memiliki nilai, mari kita tetap bersatu dan menghormati hasil Pemilu 2024.",Anugrah Wiranto,0,0,0,2024-03-06T01:38:12.000Z,"Setiap pilihan memiliki nilai, mari kita tetap bersatu dan menghormati hasil Pemilu 2024.",positive,
Pemilu harus menjadi ajang persaingan yang sehat dan adil.,METRO TV,0,5,5,2024-03-06T02:29:46.000Z,Pemilu harus menjadi ajang persaingan yang sehat dan adil.,negative,
Pemilu 2024 pemilu yg memalukan..semua instrumen di mainkan hanya untuk seoarang anak haram konstitusi ..tiada kata selain..LAWAN,toba barli,0,0,0,2024-03-06T03:16:26.000Z,Pemilu 2024 pemilu yang memalukan semua instrumen di mainkan hanya untuk seoarang anak haram konstitusi  tiada kata selain LAWAN,negative,
Pemilu yang bersih adalah cerminan dari komitmen yang kuat terhadap nilai-nilai demokrasi.,PPS Kebonsari Wetan 2024,0,0,1,2024-03-05T13:40:05.000Z,Pemilu yang bersih adalah cerminan dari komitmen yang kuat terhadap nilai-nilai demokrasi.,negative,
Sy bangga dgn pemilu 2024 yg semakin Culas..,DFD,0,0,1,2024-03-05T23:46:07.000Z,Sy bangga dengan pemilu 2024 yang semakin Culas ,positive,
Penegakan hukum harus dilakukan secara tegas terhadap pelanggar pemilu.,aditya,0,0,1,2024-03-05T16:26:17.000Z,Penegakan hukum harus dilakukan secara tegas terhadap pelanggar pemilu.,negative,
Keterlibatan aktor asing dalam kecurangan pemilu dapat merusak kedaulatan negara dan stabilitas politik.,Zurfami Joman,0,0,0,2024-03-05T20:09:58.000Z,Keterlibatan aktor asing dalam kecurangan pemilu dapat merusak kedaulatan negara dan stabilitas politik.,negative,
"Indonesia harus diselamatkan, gantung mati para pengkhianat konstitusi yg ingin merampok hasil Pemilu 2024, Pemilu tercurang paling brutal dalam sejarah RI.
#Pemilu2024MilikRakyatRI 
#Pemilu2024MilikRakyatRI",𝗙𝗥𝗘𝗘𝗗𝗢𝗠𝗟𝗔𝗡𝗗 3131,2,52,62,2024-03-05T15:05:35.000Z,"Indonesia harus diselamatkan, gantung mati para pengkhianat konstitusi yang ingin merampok hasil Pemilu 2024, Pemilu tercurang paling brutal dalam sejarah RI.   ",negative,
"Kecurangan PEMILU 2024 ini sesungguhnya sudah jauh jauh hari saya katakan PASTI ADA KECURANGAN yang berdasar kepada pengalaman 2014 dan 2019, itu sudah saya gembor gemborkan via komentar di setiap sosmed yang memuat survei. Namun siap sih saya yang tidak ada apa apanya ","gunawan,MrHari",0,0,0,2024-03-05T15:56:20.000Z,"Kecurangan PEMILU 2024 ini sesungguhnya sudah jauh jauh hari saya katakan PASTI ADA KECURANGAN yang berdasar kepada pengalaman 2014 dan 2019, itu sudah saya gembor gemborkan via komentar di setiap sosmed yang memuat survei. Namun siap sih saya yang tidak ada apa apanya ",negative,
"Anggota Komisi VI DPR RI Fraksi PKB, Luluk Nur Hamidah, menegaskan tidak boleh ada satu pihakpun yang mencoba memobilisasi sumber daya negara untuk memenangkan satu pihak dalam Pemilu 2024.
Pemilu tidak bisa hanya dipandang dalam konteks hasil, lebih dari itu, konteks proses",Media Indonesia,0,3,3,2024-03-05T11:23:10.000Z,"Anggota Komisi VI DPR RI Fraksi PKB, Luluk Nur Hamidah, menegaskan tidak boleh ada satu pihakpun yang mencoba memobilisasi sumber daya negara untuk memenangkan satu pihak dalam Pemilu 2024. Pemilu tidak bisa hanya dipandang dalam konteks hasil, lebih dari itu, konteks proses",positive,
Pemilu yang bersih adalah syarat utama bagi kemajuan demokrasi.,iNews,0,0,1,2024-03-05T13:30:00.000Z,Pemilu yang bersih adalah syarat utama bagi kemajuan demokrasi.,negative,
Kecurangan dalam pemilu adalah ancaman serius bagi perdamaian dan stabilitas sosial suatu negara.,News Channel,0,0,0,2024-03-05T23:03:39.000Z,Kecurangan dalam pemilu adalah ancaman serius bagi perdamaian dan stabilitas sosial suatu negara.,negative,
"Yusuf Lakaseng: Suara Masyarakat adalah Amanah, Harus Dijaga

*S

#PerindoUpdate #PartaiPerindo #Perindo #YusufLakaseng #Pemilu2024 #Pilpres2024 #Pileg2024",Partai Perindo,0,0,2,2024-03-05T14:21:15.000Z,"Yusuf Lakaseng: Suara Masyarakat adalah Amanah, Harus Dijaga",positive,
Rakyat berhak mendapatkan pemilu yang berkualitas.,PPS Kebonsari Wetan 2024,0,0,1,2024-03-05T13:54:08.000Z,Rakyat berhak mendapatkan pemilu yang berkualitas.,negative,
"Didorong Loyalis Anies, DPD RI Bikin Pansus Kecurangan Pemilu 2024",VivaCoid,6,37,161,2024-03-05T13:40:34.000Z,"Didorong Loyalis Anies, DPD RI Bikin Pansus Kecurangan Pemilu 2024",negative,
Penegakan hukum yang dipolitisasi dapat digunakan sebagai alat untuk memanipulasi hasil pemilu.,siTaqim,0,0,0,2024-03-05T16:15:04.000Z,Penegakan hukum yang dipolitisasi dapat digunakan sebagai alat untuk memanipulasi hasil pemilu.,negative,
"Rapat DPR soal hak angket, DPR membara.

Fraksi PKB:
""Pemilu 2024 ini sangat brutal dan menyakitkan. 
Pemilu adalah hak rakyat. Tidak boleh ada yg merampas.
Pemilu tidak hanya dipandang sbg hasil tapi juga proses.""

5 Maret 2024

#Pemilu2024MilikRakyatRI 
#Pemilu2024MilikRakyatRI",dancersejati07,1,6,9,2024-03-05T18:55:59.000Z,"Rapat DPR soal hak angket, DPR membara. Fraksi PKB: ""Pemilu 2024 ini sangat brutal dan menyakitkan. Pemilu adalah hak rakyat. Tidak boleh ada yang merampas. Pemilu tidak hanya dipandang sbg hasil tapi juga proses."" 5 Maret 2024   ",negative,
Integritas pemilu adalah pondasi bagi kestabilan politik.,Syamsudin Jaya,0,0,0,2024-03-05T23:36:42.000Z,Integritas pemilu adalah pondasi bagi kestabilan politik.,negative,
"DEMI NKRI,
TOLAK KECURANGAN PEMILU 2024

Lupakan:
KPU
Bawaslu

Karena Saat Ini Mereka Sudah Digenggaman Rezim Penguasa

FOKUS Ke Perjuangan HAK ANGKET Di DPR RI.
Lewat HAK ANGKET, Akan Terungkap Semua KEBUSUKAN & KECURANGAN PEMILU 2024

#FokusHakAngket
#DukungHakAngketDPR",Muslim_AntiPKI9,8,54,83,2024-03-05T11:43:54.000Z,"DEMI NKRI, TOLAK KECURANGAN PEMILU 2024 Lupakan: KPU Bawaslu Karena Saat Ini Mereka Sudah Digenggaman Rezim Penguasa FOKUS Ke Perjuangan HAK ANGKET Di DPR RI. Lewat HAK ANGKET, Akan Terungkap Semua KEBUSUKAN & KECURANGAN PEMILU 2024   ",negative,
Penegakan hukum yang tegas adalah jaminan bagi perlindungan hak-hak politik dan sipil rakyat.,Entien Ajach,2,10,10,2024-03-05T23:48:02.000Z,Penegakan hukum yang tegas adalah jaminan bagi perlindungan hak-hak politik dan sipil rakyat.,negative,
Pemilu yang tercurangi harus direvisi untuk memastikan keadilan.,Literasi Online,0,0,0,2024-03-05T13:53:25.000Z,Pemilu yang tercurangi harus direvisi untuk memastikan keadilan.,negative,
Penegakan hukum yang dipolitisasi dapat digunakan untuk menekan oposisi dan memperkuat penguasa yang korup.,Nino CA,0,1,2,2024-03-05T16:04:22.000Z,Penegakan hukum yang dipolitisasi dapat digunakan untuk menekan oposisi dan memperkuat penguasa yang korup.,negative,
"Semakin jelas terasa klo pemilu 2024 ini banyak tangan setan yang bermain dibelakang layar demi untuk menyesuaikan jalannya cerita seperti yang dikehendaki oleh sang sutradara..

Pakde pancen oye..
Cenasuok.. pokok'e ya hwasuu tenan wes polahe..

",LaKoNe bukan PrEmAn,0,0,2,2024-03-05T18:19:30.000Z,Semakin jelas terasa klo pemilu 2024 ini banyak tangan setan yang bermain dibelakang layar demi untuk menyesuaikan jalannya cerita seperti yang dikehendaki oleh sang sutradara  Pakde pancen oye,negative,
"MELALUI HAK ANGKET DPR AKAN MENEMUKAN TITIK TERANG KECURANGAN KPU dan Mukidi Dalam PEMILU 2024, Rakyat Harus LAWAN Penguasa Yang Merusak Demokrasi di Republik Indonesia ini.
#PemiluCurang #PenyalahgunaanKekuasaan #MahkamahKeluarga #jokowi",Hasian,0,0,0,2024-03-05T17:14:57.000Z,"MELALUI HAK ANGKET DPR AKAN MENEMUKAN TITIK TERANG KECURANGAN KPU dan Mukidi Dalam PEMILU 2024, Rakyat Harus LAWAN Penguasa Yang Merusak Demokrasi di Republik Indonesia ini.    ",negative,
Pemilu adalah panggung utama bagi ekspresi demokrasi.,TIMENEWS.CO.ID,0,0,0,2024-03-06T00:02:32.000Z,Pemilu adalah panggung utama bagi ekspresi demokrasi.,negative,
"BONGKAR Kecurangan Pilpres Pemilu 2024, Tangkap Semua Komisioner KPU dan Makzulkan si Mukidi, Diskualifikasi Paslon 02.",Hasian,0,0,0,2024-03-05T17:00:20.000Z,"BONGKAR Kecurangan Pilpres Pemilu 2024, Tangkap Semua Komisioner KPU dan Makzulkan si Mukidi, Diskualifikasi Paslon 02.",negative,
Pemilu yang adil adalah landasan bagi terciptanya masyarakat yang inklusif dan berkeadilan.,Sipaling viral,1,0,1,2024-03-05T13:37:45.000Z,Pemilu yang adil adalah landasan bagi terciptanya masyarakat yang inklusif dan berkeadilan.,negative,
"Alasannya Pengen bahas strategi pengeboman ke Israel, plus pengen ngbrol soal pemilu 2024, pengen bahas jokes yang katanya booming eh taunya lagi love bombing",Rahman munawar,0,0,0,2024-03-05T16:21:34.000Z,"Alasannya Pengen bahas strategi pengeboman ke Israel, plus pengen ngbrol soal pemilu 2024, pengen bahas jokes yang katanya booming eh taunya lagi love bombing",negative,
"Dalam upaya Mencegah segala potensi gangguan saat tahap pleno rekapitulasi suara Pemilu 2024 tingkat Provinsi yang mulai berlangsung sejak hari ini, Selasa (05/02) di Hotel Lombok Garden, Kota Mataram. 
#poldantb 
#polrikawalpemiluamandamai",POLDA NTB,1,0,1,2024-03-06T00:24:11.000Z,"Dalam upaya Mencegah segala potensi gangguan saat tahap pleno rekapitulasi suara Pemilu 2024 tingkat Provinsi yang mulai berlangsung sejak hari ini, Selasa (05/02) di Hotel Lombok Garden, Kota Mataram.   ",positive,
Mgkn dia gak dapet info ttg buanyaknya berita keganjilan2 dalam pemilu 2024.,GrowAsWeGo,0,0,0,2024-03-05T14:35:21.000Z,Mgkn dia gak dapet info ttg buanyaknya berita keganjilan2 dalam pemilu 2024.,negative,
Transparansi adalah kunci keberhasilan pemilu yang adil.,Harian Jogja,0,0,0,2024-03-05T12:20:07.000Z,Transparansi adalah kunci keberhasilan pemilu yang adil.,negative,
"Bongkar 'Borok' Pemilu 2024, PPP Beberkan Rangkaian Operasi Penggelembungan Suara PSI",Repelita Online,0,0,0,2024-03-05T11:29:09.000Z,"Bongkar 'Borok' Pemilu 2024, PPP Beberkan Rangkaian Operasi Penggelembungan Suara PSI",negative,
"Saya 100% mendukung hak angket kecurangan pemilu. Krn wakil rakyat di Senayan dibayar oleh rakyat utk menunjukkan kelihaian menyelesaikan dugaan masalah bangsa, c.q. pelaksanaan pemilu 2024.",samsudin adlawi,1,1,2,2024-03-06T00:41:41.000Z,"Saya 100% mendukung hak angket kecurangan pemilu. Krn wakil rakyat di Senayan dibayar oleh rakyat utk menunjukkan kelihaian menyelesaikan dugaan masalah bangsa, c.q. pelaksanaan pemilu 2024.",negative,
Keterlibatan korporasi besar dalam pemilu dapat menyebabkan terjadinya pengaruh politik yang tidak sehat.,HumasResFlotim,0,0,1,2024-03-06T00:48:35.000Z,Keterlibatan korporasi besar dalam pemilu dapat menyebabkan terjadinya pengaruh politik yang tidak sehat.,negative,
"Riak2 kecil katanya TAPI SHOW OFF kepanikan.. semua rakyat bersuara TOLAK PEMILU 2024 !!

Kasian 02 GAGAL DILANTIK ! Sokoooooriiiin.. ",Dosh,1,1,19,2024-03-05T13:27:48.000Z,Riak2 kecil katanya TAPI SHOW OFF kepanikan  semua rakyat bersuara TOLAK PEMILU 2024 !! Kasian 02 GAGAL DILANTIK ! Sokoooooriiiin ,negative,
Pemilu yang bebas dari kecurangan adalah hak asasi rakyat.,Loli,0,4,4,2024-03-05T23:01:02.000Z,Pemilu yang bebas dari kecurangan adalah hak asasi rakyat.,negative,
Kecurangan pemilu merusak kepercayaan publik terhadap lembaga-lembaga politik dan proses demokratis.,Fauzan Rizqi,0,0,0,2024-03-05T15:32:38.000Z,Kecurangan pemilu merusak kepercayaan publik terhadap lembaga-lembaga politik dan proses demokratis.,negative,
Kecurangan dalam pemilu mengancam kedaulatan rakyat.,PKBTalk24,0,0,0,2024-03-05T11:50:50.000Z,Kecurangan dalam pemilu mengancam kedaulatan rakyat.,negative,
"Sebenarnya 
@PDI_Perjuangan
 mendukung Hak Angket KEDZALIMAN PENGUASA di PEMILU 2024 nggak mbak 
@puanmaharani_ri
 .
Nggak usah lagi kerja sama dengan Keluarga Malin Kundang Mbak. Anaknya sendiri sudah bilang secara langsung kedepannya tidak Butuh PARTAI ",Abdul Malik,0,0,3,2024-03-05T11:20:04.000Z,Sebenarnya   mendukung Hak Angket KEDZALIMAN PENGUASA di PEMILU 2024 nggak mbak   . Nggak usah lagi kerja sama dengan Keluarga Malin Kundang Mbak. Anaknya sendiri sudah bilang secara langsung kedepannya tidak Butuh PARTAI,negative,
Pemilu yang tercurangi mengurangi legitimasi pemerintah dan melemahkan otoritas lembaga-lembaga negara.,Tribunnews.com,0,1,1,2024-03-05T13:20:00.000Z,Pemilu yang tercurangi mengurangi legitimasi pemerintah dan melemahkan otoritas lembaga-lembaga negara.,negative,
"Sepanjang sejarah pemilu dari tahun 2004 sampai 2019 tak ada pemilu sebrutal dan sebangsat pemilu 2024 era Mukidi yg ambisinya melebihi Suharto Orba. 
Pemilu 2024 terbiadab yg pernah ada dalam Negara Demokrasi ",SAN,0,5,13,2024-03-05T11:28:49.000Z,Sepanjang sejarah pemilu dari tahun 2004 sampai 2019 tidak ada pemilu sebrutal dan sebangsat pemilu 2024 era Mukidi yang ambisinya melebihi Suharto Orba. Pemilu 2024 terbiadab yang pernah ada dalam Negara Demokrasi,positive,
Penegakan hukum harus dilakukan secara adil terhadap pelanggar pemilu.,Arahkita Media Network- AKMN,0,0,0,2024-03-05T12:54:37.000Z,Penegakan hukum harus dilakukan secara adil terhadap pelanggar pemilu.,negative,
"Nampaknya pemilu 2024 juga menunjukkan ciri2 yg sama, hanya legitimasi kekuasaan orang curang.",Senonoh,0,0,0,2024-03-06T00:06:12.000Z,"Nampaknya pemilu 2024 juga menunjukkan ciri2 yang sama, hanya legitimasi kekuasaan orang curang.",negative,
